ItemName_TH= {
	ItemName_Base.Mov_RedOven = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_RedWoodenChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_RoundTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_SmallTable = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WhiteComfyChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WhiteSimpleChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WhiteSink = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WhiteWoodenChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WoodenChair = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WoodenStool = "ว้ตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_YellowModernChair = "ว้ตถุที่เคลื่อนย้ายได้",

    ItemName_Base.Mov_AirConditioner = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_ArcadeMachine1 = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_ArcadeMachine2 = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_BeachChair = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_BinRound = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Birdbath = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_CabinetMedical = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_CabinetTool = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_CoffeeMaker = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_ConcreteMixer = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_CorkBoard = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_DegreeDoctor = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_DegreeSurgeon = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Doghouse = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Espresso = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FlagAdmin = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FlagUSA = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FlagUSALarge = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_FridgeMini = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GardenGnome = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GraveArched = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GraveRound = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GraveSquare = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_GraveWorn = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_HuntingTrophy = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_LightConstruction = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Mailbox = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Microphone = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MirrorLarge = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MirrorSmall = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MirrorTall = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MirrorWood = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_MobileBloodbag = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PaintingBetty = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PaintingElisa = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PaintingGreen = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PaintingLibrary = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PalletEmpty = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PinballMachine = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PinkFlamingo = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterDroids = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterElement = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterMedical = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterOmega = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterPaws = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterPieBlue = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterPieGreen = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterPiePink = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_PosterPieRed = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Projector = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_RoadBarrier = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_RoadCone = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_RoadCone2 = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_SatelliteDish = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_ScaleMedical = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_ShoppingBaskets = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_SignArmy = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_SignCitrus = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_SignRestricted = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_SignWarning = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_TVCamera = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_TowelDispenser = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_Urinal = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.Mov_WallClock = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.brokenglass_1_0 = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.brokenglass_1_1 = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.brokenglass_1_2 = "วัตถุที่เคลื่อนย้ายได้",
	ItemName_Base.brokenglass_1_3 = "วัตถุที่เคลื่อนย้ายได้",
    
    ItemName_Base.Maggots2 = "หนอนแมลงวัน",
}
